Pfolio ,SecurityShortName    ,Security ,SectorLevel4         ,MaturityDate ,Duration ,YieldtoMaturity ,Units             ,UnitCost      ,TotalCost         ,MarketPrice      ,CleanMarketValue  ,All-InMarketValue ,Appreciation      ,AccruedInterest   ,%Sector ,%Pfolio ,ValuationDate ,TYPE
LIBPEN,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00001405154.88,00000001.00,00001405154.88,0000001.000000,00001405154.88,00001406038.48,00000000883.60,00000000883.60,013.43,000.50,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,00010290695.33,00010470399.54,              ,              ,100.00,003.70,          ,
LIBPEN,DTOPU7 FUT 21/09/17 ,DTOPU7  ,Derivatives         ,21/09/2017,000.00,      ,-0000000377.00,00000000.00,00000000000.00,0011158.000000,00000041470.00,00000041470.00,00000041470.00,              ,161.70,000.01,08/08/2017,FU10
LIBPEN,SEP17 YPZQ FUTURE   ,YPZQU7  ,Derivatives         ,15/09/2017,000.00,      ,00000000089.00,00000000.00,00000000000.00,0000133.192600,-0000015823.93,-0000015823.93,-0000015823.93,              ,-61.70,-00.01,08/08/2017,FU10
Derivatives                                                                                                                      ,,,,,,,,,,,00000025646.07,00000025646.07,              ,              ,100.00,000.01,          ,
LIBPEN,LIBLIFE PROP BOND   ,LLPROPBD,Unit Trusts & Pooled,          ,000.00,      ,00000002497.00,00000458.71,00001145399.39,0001387.064958,00003463501.20,00003463501.20,00002318101.81,              ,047.94,001.22,08/08/2017,OS00
LIBPEN,NEW GOLD            ,GLD     ,Unit Trusts & Pooled,          ,000.00,      ,00000023821.00,00000145.19,00003458645.66,0000157.880000,00003760859.48,00003760859.48,00000302213.82,              ,052.06,001.33,08/08/2017,OS00
Unit Trusts & Pooled                                                                                                             ,,,,,,,,,,,00007224360.68,00007224360.68,              ,              ,100.00,002.55,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00282658869.77,00282858338.04,              ,              ,      ,100.00,          ,
LIBERTY PENSION                                                                                                                  ,,,,,,,,,,,00282658869.77,00282858338.04,              ,              ,      ,100.00,          ,
LLFCNR,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,-0000000000.01,              ,00000000000.00,-0000000000.01,00000000000.00,-0000000000.01,100.00,100.00,08/08/2017,ZL01
Money Market                                                                                                                     ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,100.00,100.00,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,      ,100.00,          ,
FLEXIFND CONS R                                                                                                                  ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,      ,100.00,          ,
LLFHGR,LIBAM CALL - GROUP  ,LIBCALLG,Money Market        ,          ,      ,      ,              ,           ,-0000000000.01,              ,00000000000.00,-0000000000.01,00000000000.00,-0000000000.01,100.00,100.00,08/08/2017,ZL03
Money Market                                                                                                                     ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,100.00,100.00,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,      ,100.00,          ,
FLEXIFND HIGH R                                                                                                                  ,,,,,,,,,,,00000000000.00,-0000000000.01,              ,              ,      ,100.00,          ,
LLIFK ,SA ROAD 9.75% 310720,HWAY20  ,Fixed Interest      ,31/07/2020,002.55,008.26,00000888223.00,00000103.19,00000916588.31,0000008.260000,00000922492.24,00000924627.62,00000008039.31,00000002135.38,006.03,005.84,08/08/2017,FI00
LLIFK ,R2023 7.75 280223   ,R2023   ,Fixed Interest      ,28/02/2023,004.30,007.90,00000803529.00,00000095.92,00000770710.95,0000007.900000,00000797896.82,00000825536.05,00000054825.10,00000027639.23,005.39,005.21,08/08/2017,FI00
LLIFK ,R208 6.75 310321    ,R208    ,Fixed Interest      ,31/03/2021,003.09,007.48,00000602385.00,00000095.31,00000574122.18,0000007.480000,00000588463.04,00000603056.42,00000028934.24,00000014593.38,003.93,003.81,08/08/2017,FI00
LLIFK ,R186 10.5 211226    ,R186    ,Fixed Interest      ,21/12/2026,006.04,008.56,00000078227.00,00000111.84,00000087491.67,0000008.560000,00000087852.23,00000088954.91,00000001463.24,00000001102.68,000.58,000.56,08/08/2017,FI00
LLIFK ,CTY JHB 9% 050618   ,COJ04   ,Fixed Interest      ,05/06/2018,000.77,008.09,00000447487.00,00000099.89,00000447000.00,0000008.090000,00000450565.53,00000457737.58,00000010737.58,00000007172.05,002.99,002.89,08/08/2017,FI00
LLIFK ,INV JBR+265 200922  ,IV015   ,Fixed Interest      ,20/09/2017,000.11,008.94,00000587946.00,00000100.65,00000591795.72,0000100.120103,00000588652.14,00000596679.62,00000004883.90,00000008027.48,003.89,003.77,08/08/2017,FI02
LLIFK ,KAGISO 8.375% 011117,KSB008  ,Fixed Interest      ,01/11/2017,000.23,010.42,00000110545.00,00000099.99,00000110538.20,0000100.007450,00000110553.24,00000110804.62,00000000266.42,00000000251.38,000.72,000.70,08/08/2017,FI02
LLIFK ,PRECI J+134BPS270118,PRE1A3  ,Fixed Interest      ,27/01/2018,000.45,008.28,00000030372.56,00000099.96,00000030361.53,0000100.077346,00000030396.05,00000030487.17,00000000125.64,00000000091.12,000.20,000.19,08/08/2017,FI02
LLIFK ,PRECI J+154BPS270118,PRE1B1  ,Fixed Interest      ,27/01/2018,000.45,008.62,00000030508.46,00000099.96,00000030497.15,0000100.012323,00000030512.22,00000030605.92,00000000108.77,00000000093.70,000.20,000.19,08/08/2017,FI02
LLIFK ,RES 3MJ+170BP 121117,RES15   ,Fixed Interest      ,12/11/2017,000.26,008.71,00000096144.00,00000100.00,00000096144.00,0000100.091377,00000096231.85,00000096112.76,-0000000031.24,-0000000119.09,000.63,000.61,08/08/2017,FI02
LLIFK ,STD 9.66% 011217    ,SBK14   ,Fixed Interest      ,01/12/2017,000.31,008.05,00000902820.00,00000100.19,00000904497.63,0000008.050000,00000906767.92,00000923254.68,00000018757.05,00000016486.76,006.02,005.83,08/08/2017,FI00
LLIFK ,STD 3MJ+210BPS150318,SBK16   ,Fixed Interest      ,15/03/2018,000.57,009.05,00000565619.00,00000098.49,00000557105.43,0000100.215086,00000566835.57,00000574861.70,00000017756.27,00000008026.13,003.75,003.63,08/08/2017,FI02
LLIFK ,STD 8.4% 100418     ,SBK9    ,Fixed Interest      ,10/04/2018,000.63,008.43,00000547617.00,00000099.69,00000545932.37,0000008.430000,00000547363.02,00000562612.29,00000016679.92,00000015249.27,003.67,003.55,08/08/2017,FI00
LLIFK ,TPDA03 J+135 050418 ,TPDA03  ,Fixed Interest      ,05/04/2018,000.63,008.61,00000080071.00,00000100.00,00000080071.00,0000100.059397,00000080118.56,00000080785.94,00000000714.94,00000000667.38,000.53,000.51,08/08/2017,FI02
LLIFK ,ABSA 3M J+205 211118,AB011   ,Fixed Interest      ,21/11/2018,001.18,009.32,00000080136.00,00000100.00,00000080136.00,0000100.080468,00000080200.48,00000081829.48,00000001693.48,00000001629.00,000.53,000.52,08/08/2017,FI02
LLIFK ,AB013 8.295% 211118 ,AB013   ,Fixed Interest      ,21/11/2018,001.17,009.08,00000431349.00,00000098.17,00000423472.31,0000009.080000,00000427166.29,00000435008.56,00000011536.25,00000007842.27,002.84,002.75,08/08/2017,FI00
LLIFK ,ABF 3MJBR+175 170320,ABFN08  ,Fixed Interest      ,17/03/2020,002.28,008.51,00001627565.00,00000100.62,00001637695.48,0000101.280930,00001648412.97,00001669032.52,00000031337.04,00000020619.55,010.89,010.54,08/08/2017,FI02
LLIFK ,ABL 3J+199BPS 181119,ABK9    ,Fixed Interest      ,18/11/2019,002.02,011.35,00000026728.00,00000100.00,00000026728.00,0000096.009224,00000025661.35,00000025599.85,-0000001128.15,-0000000061.50,000.17,000.16,08/08/2017,FI02
LLIFK ,ABSA 8.20%010620    ,ABS6    ,Fixed Interest      ,01/06/2020,002.43,008.58,00000893539.00,00000098.52,00000880270.92,0000008.580000,00000884989.88,00000898840.99,00000018570.07,00000013851.11,005.86,005.68,08/08/2017,FI00
LLIFK ,AMBER J+1.70%181018 ,AHF2A2  ,Fixed Interest      ,18/10/2018,001.11,008.99,00000337475.00,00000100.00,00000337475.00,0000100.065112,00000337694.74,00000339533.97,00000002058.97,00000001839.23,002.22,002.14,08/08/2017,FI02
LLIFK ,ASPEN 3YB 28062019  ,ASPD19  ,Fixed Interest      ,28/06/2019,001.70,008.99,00000300124.00,00000100.00,00000300124.00,0000100.342380,00000301151.56,00000304174.84,00000004050.84,00000003023.28,001.98,001.92,08/08/2017,FI02
LLIFK ,BWZJ18 3J+180 191118,BWZJ18A ,Fixed Interest      ,19/11/2018,001.17,009.12,00000366838.00,00000100.00,00000366838.00,0000100.020395,00000366912.82,00000374447.01,00000007609.01,00000007534.19,002.44,002.37,08/08/2017,FI02
LLIFK ,FSR 3J+185BP 200320 ,FBJ20Z  ,Fixed Interest      ,20/03/2020,002.28,009.15,00000622929.00,00000100.00,00000622929.00,0000100.045489,00000623212.36,00000631034.81,00000008105.81,00000007822.45,004.12,003.99,08/08/2017,FI02
LLIFK ,FRSTRND 8.5%211218  ,FRB05   ,Fixed Interest      ,21/12/2018,001.25,008.88,00000124642.00,00000098.10,00000122279.37,0000008.880000,00000124017.92,00000125440.21,00000003160.84,00000001422.29,000.82,000.79,08/08/2017,FI00
LLIFK ,IBL45 INV 8% 211218 ,IBL45   ,Fixed Interest      ,21/12/2018,001.26,008.51,00000182064.00,00000098.68,00000179658.85,0000099.334940,00000180853.17,00000182808.48,00000003149.63,00000001955.31,001.19,001.15,08/08/2017,FI00
LLIFK ,INV J+110BPS 310319 ,IBL61   ,Fixed Interest      ,31/03/2019,001.51,008.51,00000257102.00,00000100.00,00000257102.00,0000099.904609,00000256856.75,00000259235.33,00000002133.33,00000002378.58,001.69,001.64,08/08/2017,FI02
LLIFK ,INV 3M J+245 270919 ,IV026   ,Fixed Interest      ,27/09/2019,001.88,010.36,00000156724.00,00000099.90,00000156566.22,0000098.887542,00000154980.51,00000156785.30,00000000219.08,00000001804.79,001.02,000.99,08/08/2017,FI02
LLIFK ,KSB009 3J+385BPS    ,KSB009  ,Fixed Interest      ,05/08/2020,002.52,010.92,00000120659.00,00000100.00,00000120659.00,0000100.003982,00000120663.80,00000120809.98,00000000150.98,00000000146.18,000.79,000.76,08/08/2017,FI02
LLIFK ,MMIG01 3MJ+146B17319,MMIG01  ,Fixed Interest      ,17/03/2019,001.47,009.08,00000031578.00,00000100.01,00000031580.51,0000099.539266,00000031432.51,00000031819.77,00000000239.26,00000000387.26,000.21,000.20,08/08/2017,FI02
LLIFK ,NED16 3MJ+255B 08419,NED16   ,Fixed Interest      ,08/04/2019,001.51,009.77,00000438267.00,00000099.56,00000436324.16,0000100.174981,00000439033.88,00000442597.17,00000006273.01,00000003563.29,002.89,002.80,08/08/2017,FI02
LLIFK ,STD JB+220 300719   ,SBK17   ,Fixed Interest      ,30/07/2019,001.78,009.84,00000076637.00,00000100.02,00000076653.76,0000098.994846,00000075866.68,00000076041.95,-0000000611.81,00000000175.27,000.50,000.48,08/08/2017,FI02
LLIFK ,STD 3J+220BPS 241019,SBK19   ,Fixed Interest      ,24/10/2019,001.97,009.28,00000000257.00,00000100.00,00000000257.00,0000100.013267,00000000257.03,00000000258.08,00000000001.08,00000000001.05,000.00,000.00,08/08/2017,FI02
LLIFK ,STD FRN J+160 240519,SBS24   ,Fixed Interest      ,24/05/2019,001.61,008.50,00000116400.00,00000100.00,00000116400.00,0000100.735631,00000117256.27,00000119452.03,00000003052.03,00000002195.76,000.78,000.75,08/08/2017,FI02
LLIFK ,STD 8.87% 240519    ,SBS25   ,Fixed Interest      ,24/05/2019,001.61,007.95,00000385998.00,00000100.47,00000387799.61,0000007.950000,00000391687.73,00000398910.56,00000011110.95,00000007222.83,002.60,002.52,08/08/2017,FI00
LLIFK ,SANLAM 8.7% 150818  ,SLI3    ,Fixed Interest      ,15/08/2018,000.96,008.33,00000249285.00,00000099.08,00000246988.63,0000008.330000,00000250174.24,00000249817.74,00000002829.11,-0000000356.50,001.63,001.58,08/08/2017,FI00
LLIFK ,THEK 3J+165B 180719 ,TH9A12  ,Fixed Interest      ,18/07/2019,001.76,008.76,00000367751.00,00000100.01,00000367799.41,0000100.420820,00000369298.57,00000371291.72,00000003492.31,00000001993.15,002.42,002.35,08/08/2017,FI02
LLIFK ,ABL SENIOR TRAN STUB,ABL SENT,Fixed Interest      ,04/04/2021,003.49,019.28,00000027666.00,00000000.00,00000000000.00,0000050.250000,00000013902.17,00000013902.17,00000013902.17,00000000000.00,000.09,000.09,08/08/2017,FI02
LLIFK ,BAW18 J+170BPS051220,BAW18   ,Fixed Interest      ,05/12/2020,002.80,009.05,00000371578.00,00000099.69,00000370435.39,0000099.919387,00000371278.46,00000377250.43,00000006815.04,00000005971.97,002.46,002.38,08/08/2017,FI02
LLIFK ,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00000361048.00,00000101.59,00000366780.76,0000009.450000,00000369570.29,00000385693.79,00000018913.03,00000016123.50,002.52,002.44,08/08/2017,FI00
LLIFK ,RWB 9.97% 210421    ,RW21    ,Fixed Interest      ,21/04/2021,002.97,009.15,00000351991.00,00000101.13,00000355967.69,0000009.150000,00000360761.98,00000371338.11,00000015370.42,00000010576.13,002.42,002.35,08/08/2017,FI00
LLIFK ,STD 8.60% 161121    ,SBS4    ,Fixed Interest      ,16/11/2021,003.44,008.80,00000063304.00,00000098.76,00000062515.86,0000008.800000,00000062836.42,00000064104.23,00000001588.37,00000001267.81,000.42,000.40,08/08/2017,FI00
LLIFK ,SBK 3J+156BPS 310122,SBS49   ,Fixed Interest      ,31/01/2022,003.67,008.64,00000123894.00,00000100.00,00000123894.00,0000100.008689,00000123904.77,00000124168.57,00000000274.57,00000000263.80,000.81,000.78,08/08/2017,FI02
LLIFK ,ABSA 8.80%110926    ,ABS7    ,Fixed Interest      ,11/09/2026,005.82,009.91,00000815307.00,00000093.03,00000758447.57,0000009.910000,00000761513.78,00000791195.44,00000032747.87,00000029681.66,005.16,005.00,08/08/2017,FI00
Fixed Interest                                                                                                                   ,,,,,,,,,,,00015076249.81,00015328540.37,              ,              ,100.00,096.82,          ,
LLIFK ,LIB INV CASH ACCOUNT,LIBINV  ,Money Market        ,          ,      ,      ,              ,           ,-0000013711.41,              ,-0000013711.41,-0000013711.41,00000000000.00,00000000000.00,-02.72,-00.09,08/08/2017,ZL01
LLIFK ,LIB INV CASH ACCOUNT,LIBINV  ,Money Market        ,          ,      ,      ,              ,           ,00000013711.41,              ,00000013711.41,00000013711.41,00000000000.00,00000000000.00,002.72,000.09,08/08/2017,ZL06
LLIFK ,CAPBNK FRN 06072019 ,FRLCP9GB,Money Market        ,06/07/2019,001.69,008.80,00000308000.00,00000100.00,00000308000.00,0000105.746970,00000325700.67,00000329169.91,00000021169.91,00000003469.24,065.29,002.08,08/08/2017,FI02
LLIFK ,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00000174677.16,00000001.00,00000174677.15,0000001.000000,00000174677.16,00000174976.54,00000000299.39,00000000299.38,034.71,001.11,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,00000500377.83,00000504146.45,              ,              ,100.00,003.18,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00015576627.64,00015832686.82,              ,              ,      ,100.00,          ,
INCOME FUND K                                                                                                                    ,,,,,,,,,,,00015576627.64,00015832686.82,              ,              ,      ,100.00,          ,
LLIFR ,ABSA6.62% NONCUM PRF,ABSP    ,Equity              ,          ,000.00,      ,00000000002.00,00001000.00,00000002000.00,0000741.000000,00000001482.00,00000001482.00,-0000000518.00,              ,100.00,000.00,08/08/2017,OS06
Equity                                                                                                                           ,,,,,,,,,,,00000001482.00,00000001482.00,              ,              ,100.00,000.00,          ,
LLIFR ,SA ROAD 9.75% 310720,HWAY20  ,Fixed Interest      ,31/07/2020,002.55,008.26,00017896448.00,00000103.19,00018467969.28,0000008.260000,00018586925.18,00018629950.03,00000161980.75,00000043024.85,005.87,005.79,08/08/2017,FI00
LLIFR ,R2023 7.75 280223   ,R2023   ,Fixed Interest      ,28/02/2023,004.30,007.90,00015134708.00,00000095.92,00014516570.21,0000007.900000,00015028624.29,00015549217.38,00001032647.17,00000520593.09,004.90,004.83,08/08/2017,FI00
LLIFR ,R208 6.75 310321    ,R208    ,Fixed Interest      ,31/03/2021,003.09,007.48,00013289731.00,00000095.20,00012652370.12,0000007.480000,00012982586.71,00013304543.73,00000652173.61,00000321957.02,004.19,004.13,08/08/2017,FI00
LLIFR ,R186 10.5 211226    ,R186    ,Fixed Interest      ,21/12/2026,006.04,008.56,00001576253.00,00000111.84,00001762933.53,0000008.560000,00001770198.80,00001792417.50,00000029483.97,00000022218.70,000.56,000.56,08/08/2017,FI00
LLIFR ,CTY JHB 9% 050618   ,COJ04   ,Fixed Interest      ,05/06/2018,000.77,008.09,00009226161.00,00000099.88,00009214658.74,0000008.090000,00009289633.30,00009437504.67,00000222845.93,00000147871.37,002.97,002.93,08/08/2017,FI00
LLIFR ,INV JBR+265 200922  ,IV015   ,Fixed Interest      ,20/09/2017,000.11,008.94,00011536775.00,00000100.36,00011578722.96,0000100.120103,00011550631.01,00011708147.50,00000129424.54,00000157516.49,003.69,003.64,08/08/2017,FI02
LLIFR ,KAGISO 8.375% 011117,KSB008  ,Fixed Interest      ,01/11/2017,000.23,010.42,00001651210.00,00000100.00,00001651150.89,0000100.007450,00001651333.02,00001655087.87,00000003936.98,00000003754.85,000.52,000.51,08/08/2017,FI02
LLIFR ,PRECI J+134BPS270118,PRE1A3  ,Fixed Interest      ,27/01/2018,000.45,008.28,00000361282.32,00000099.96,00000361151.08,0000100.077346,00000361561.76,00000362645.60,00000001494.52,00000001083.84,000.11,000.11,08/08/2017,FI02
LLIFR ,PRECI J+154BPS270118,PRE1B1  ,Fixed Interest      ,27/01/2018,000.45,008.62,00000362901.81,00000099.96,00000362767.24,0000100.012323,00000362946.53,00000364061.08,00000001293.84,00000001114.55,000.11,000.11,08/08/2017,FI02
LLIFR ,RES 3MJ+170BP 121117,RES15   ,Fixed Interest      ,12/11/2017,000.26,008.71,00001547150.00,00000100.00,00001547164.22,0000100.091377,00001548563.74,00001546647.39,-0000000516.83,-0000001916.35,000.49,000.48,08/08/2017,FI02
LLIFR ,STD 9.66% 011217    ,SBK14   ,Fixed Interest      ,01/12/2017,000.31,008.05,00018533126.00,00000100.18,00018566369.20,0000008.050000,00018614169.18,00018952610.01,00000386240.81,00000338440.83,005.97,005.89,08/08/2017,FI00
LLIFR ,STD 3MJ+210BPS150318,SBK16   ,Fixed Interest      ,15/03/2018,000.57,009.05,00015259715.00,00000099.73,00015218373.97,0000100.215086,00015292536.51,00015509071.87,00000290697.90,00000216535.36,004.88,004.82,08/08/2017,FI02
LLIFR ,STD 8.4% 100418     ,SBK9    ,Fixed Interest      ,10/04/2018,000.63,008.43,00011033718.00,00000099.69,00010999774.98,0000008.430000,00011028600.56,00011335852.09,00000336077.11,00000307251.53,003.57,003.52,08/08/2017,FI00
LLIFR ,THEK J+1.49% 180718 ,TH11A8  ,Fixed Interest      ,18/07/2018,000.89,008.58,00001820916.00,00000099.99,00001820784.32,0000100.236122,00001825215.58,00001834909.04,00000014124.72,00000009693.46,000.58,000.57,08/08/2017,FI02
LLIFR ,TPDA03 J+135 050418 ,TPDA03  ,Fixed Interest      ,05/04/2018,000.63,008.61,00001289324.00,00000100.00,00001289296.96,0000100.059397,00001290089.82,00001300836.07,00000011539.11,00000010746.25,000.41,000.40,08/08/2017,FI02
LLIFR ,ABSA 3M J+205 211118,AB011   ,Fixed Interest      ,21/11/2018,001.18,009.32,00001289279.00,00000100.00,00001289279.00,0000100.080468,00001290316.46,00001316524.78,00000027245.78,00000026208.32,000.41,000.41,08/08/2017,FI02
LLIFR ,AB013 8.295% 211118 ,AB013   ,Fixed Interest      ,21/11/2018,001.17,009.08,00008302911.00,00000098.18,00008151715.82,0000009.080000,00008222399.34,00008373352.90,00000221637.08,00000150953.56,002.64,002.60,08/08/2017,FI00
LLIFR ,ABF 3MJBR+175 170320,ABFN08  ,Fixed Interest      ,17/03/2020,002.28,008.51,00031491380.00,00000100.78,00031736479.45,0000101.280930,00031894762.53,00032293725.53,00000557246.08,00000398963.00,010.17,010.03,08/08/2017,FI02
LLIFR ,ABL 3J+199BPS 181119,ABK9    ,Fixed Interest      ,18/11/2019,002.02,011.35,00000391712.00,00000100.00,00000391713.60,0000096.009224,00000376079.65,00000375178.30,-0000016535.30,-0000000901.35,000.12,000.12,08/08/2017,FI02
LLIFR ,ABSA 8.20%010620    ,ABS6    ,Fixed Interest      ,01/06/2020,002.43,008.58,00018003641.00,00000098.52,00017736308.54,0000008.580000,00017831387.56,00018110469.20,00000374160.66,00000279081.64,005.70,005.63,08/08/2017,FI00
LLIFR ,AMBER J+1.70%181018 ,AHF2A2  ,Fixed Interest      ,18/10/2018,001.11,008.99,00004538896.00,00000100.00,00004538896.00,0000100.065112,00004541851.37,00004566588.23,00000027692.23,00000024736.86,001.44,001.42,08/08/2017,FI02
LLIFR ,ASPEN 3YB 28062019  ,ASPD19  ,Fixed Interest      ,28/06/2019,001.70,008.99,00006581031.00,00000100.00,00006581031.00,0000100.342380,00006603563.13,00006669856.65,00000088825.65,00000066293.52,002.10,002.07,08/08/2017,FI02
LLIFR ,BWZJ18 3J+180 191118,BWZJ18A ,Fixed Interest      ,19/11/2018,001.17,009.12,00004630153.00,00000100.00,00004630153.00,0000100.020395,00004631097.32,00004726192.29,00000096039.29,00000095094.97,001.49,001.47,08/08/2017,FI02
LLIFR ,FSR 3J+185BP 200320 ,FBJ20Z  ,Fixed Interest      ,20/03/2020,002.28,009.15,00013409662.00,00000100.00,00013409662.00,0000100.045489,00013415761.92,00013584154.21,00000174492.21,00000168392.29,004.28,004.22,08/08/2017,FI02
LLIFR ,FRSTRND 8.5%211218  ,FRB05   ,Fixed Interest      ,21/12/2018,001.25,008.88,00002347764.00,00000098.10,00002303261.43,0000008.880000,00002336008.74,00002362799.08,00000059537.65,00000026790.34,000.74,000.73,08/08/2017,FI00
LLIFR ,IBL45 INV 8% 211218 ,IBL45   ,Fixed Interest      ,21/12/2018,001.26,008.51,00003607384.00,00000098.68,00003559728.70,0000099.334940,00003583392.73,00003622134.95,00000062406.25,00000038742.22,001.14,001.13,08/08/2017,FI00
LLIFR ,INV J+110BPS 310319 ,IBL61   ,Fixed Interest      ,31/03/2019,001.51,008.51,00001000000.00,00000100.00,00001000000.00,0000099.904609,00000999046.09,00001008297.60,00000008297.60,00000009251.51,000.32,000.31,08/08/2017,FI02
LLIFR ,INV 3M J+245 270919 ,IV026   ,Fixed Interest      ,27/09/2019,001.88,010.36,00002580667.00,00000099.94,00002579060.31,0000098.887542,00002551958.16,00002581676.48,00000002616.17,00000029718.32,000.81,000.80,08/08/2017,FI02
LLIFR ,KSB009 3J+385BPS    ,KSB009  ,Fixed Interest      ,05/08/2020,002.52,010.92,00002762410.00,00000100.00,00002762410.00,0000100.003982,00002762520.00,00002765866.66,00000003456.66,00000003346.66,000.87,000.86,08/08/2017,FI02
LLIFR ,MMIG01 3MJ+146B17319,MMIG01  ,Fixed Interest      ,17/03/2019,001.47,009.08,00009809855.00,00000100.02,00009811550.39,0000099.539266,00009764657.66,00009884963.30,00000073412.91,00000120305.64,003.11,003.07,08/08/2017,FI02
LLIFR ,NED16 3MJ+255B 08419,NED16   ,Fixed Interest      ,08/04/2019,001.51,009.77,00006078190.00,00000099.40,00006041594.47,0000100.174981,00006088825.68,00006138243.86,00000096649.39,00000049418.18,001.93,001.91,08/08/2017,FI02
LLIFR ,STD JB+220 300719   ,SBK17   ,Fixed Interest      ,30/07/2019,001.78,009.84,00001291441.00,00000100.01,00001291596.46,0000098.994846,00001278460.03,00001281413.54,-0000010182.92,00000002953.51,000.40,000.40,08/08/2017,FI02
LLIFR ,STD 3J+220BPS 241019,SBK19   ,Fixed Interest      ,24/10/2019,001.97,009.28,00000178606.00,00000100.00,00000178610.67,0000100.013267,00000178629.70,00000179356.49,00000000745.82,00000000726.79,000.06,000.06,08/08/2017,FI02
LLIFR ,STD FRN J+160 240519,SBS24   ,Fixed Interest      ,24/05/2019,001.61,008.50,00012944907.00,00000101.68,00013162299.64,0000100.735631,00013040133.75,00013284325.77,00000122026.13,00000244192.02,004.18,004.13,08/08/2017,FI02
LLIFR ,STD 8.87% 240519    ,SBS25   ,Fixed Interest      ,24/05/2019,001.61,007.95,00007100359.00,00000100.47,00007133499.21,0000007.950000,00007205020.42,00007337883.05,00000204383.84,00000132862.63,002.31,002.28,08/08/2017,FI00
LLIFR ,SANLAM 8.7% 150818  ,SLI3    ,Fixed Interest      ,15/08/2018,000.96,008.33,00004695527.00,00000099.08,00004652272.69,0000008.330000,00004712276.72,00004705561.65,00000053288.96,-0000006715.07,001.48,001.46,08/08/2017,FI00
LLIFR ,THEK 3J+165B 180719 ,TH9A12  ,Fixed Interest      ,18/07/2019,001.76,008.76,00007028082.00,00000100.01,00007029007.08,0000100.420820,00007057657.57,00007095748.62,00000066741.54,00000038091.05,002.23,002.20,08/08/2017,FI02
LLIFR ,ABL SENIOR TRAN STUB,ABL SENT,Fixed Interest      ,04/04/2021,003.49,019.28,00000679866.00,00000000.00,00000000000.00,0000050.250000,00000341632.67,00000341632.67,00000341632.67,00000000000.00,000.11,000.11,08/08/2017,FI02
LLIFR ,BAW18 J+170BPS051220,BAW18   ,Fixed Interest      ,05/12/2020,002.80,009.05,00006892281.00,00000099.69,00006871087.15,0000099.919387,00006886724.93,00006997497.10,00000126409.95,00000110772.17,002.20,002.17,08/08/2017,FI02
LLIFR ,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00007275014.00,00000101.59,00007390527.40,0000009.450000,00007446735.61,00007771619.55,00000381092.15,00000324883.94,002.45,002.41,08/08/2017,FI00
LLIFR ,RWB 9.97% 210421    ,RW21    ,Fixed Interest      ,21/04/2021,002.97,009.15,00006974276.00,00000101.13,00007053069.28,0000009.150000,00007148062.41,00007357615.69,00000304546.41,00000209553.28,002.32,002.29,08/08/2017,FI00
LLIFR ,STD 8.60% 161121    ,SBS4    ,Fixed Interest      ,16/11/2021,003.44,008.80,00001275553.00,00000098.76,00001259672.37,0000008.800000,00001266131.38,00001291677.39,00000032005.02,00000025546.01,000.41,000.40,08/08/2017,FI00
LLIFR ,SBK 3J+156BPS 310122,SBS49   ,Fixed Interest      ,31/01/2022,003.67,008.64,00002295557.00,00000100.00,00002295557.00,0000100.008689,00002295756.46,00002300644.16,00000005087.16,00000004887.70,000.72,000.71,08/08/2017,FI02
LLIFR ,ABSA 8.80%110926    ,ABS7    ,Fixed Interest      ,11/09/2026,005.82,009.91,00016428194.00,00000093.03,00015282493.40,0000009.910000,00015344276.54,00015942353.16,00000659859.76,00000598076.62,005.02,004.95,08/08/2017,FI00
Fixed Interest                                                                                                                   ,,,,,,,,,,,00312278742.52,00317550854.69,              ,              ,100.00,098.67,          ,
LLIFR ,LIB INV CASH ACCOUNT,LIBINV  ,Money Market        ,          ,      ,      ,              ,           ,-0000249496.48,              ,-0000249496.48,-0000249496.48,00000000000.00,00000000000.00,-05.84,-00.08,08/08/2017,ZL01
LLIFR ,LIB INV CASH ACCOUNT,LIBINV  ,Money Market        ,          ,      ,      ,              ,           ,00000249496.48,              ,00000249496.48,00000249496.48,00000000000.00,00000000000.00,005.84,000.08,08/08/2017,ZL06
